Tilemap
 Assets/Data/Tilesets/tileset1.txt
 100 100 64 64
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031  031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031 031  031 031  031 031 031  031 031	 031
